building_id,meter_type,ts,value,row_id
162,c,2022-01-03 02:00:00,0.0,22719.0
162,c,2022-01-03 03:00:00,0.0,23173.0
162,c,2022-01-03 04:00:00,0.0,23627.0
162,c,2022-01-03 05:00:00,0.0,24081.0
162,c,2022-01-03 06:00:00,0.0,24535.0
162,c,2022-01-03 07:00:00,0.0,24989.0
162,c,2022-01-03 08:00:00,0.0,25443.0
162,c,2022-01-03 09:00:00,0.0,25898.0
162,c,2022-01-03 10:00:00,0.0,26353.0
162,c,2022-01-03 11:00:00,0.0,26805.0
162,c,2022-01-03 12:00:00,0.0,27260.0
162,c,2022-01-03 13:00:00,0.0,27715.0
162,c,2022-01-03 14:00:00,0.0,28170.0
162,c,2022-01-03 15:00:00,0.0,28625.0
162,c,2022-01-03 16:00:00,0.0,29080.0
162,c,2022-01-03 17:00:00,0.0,29534.0
162,c,2022-01-03 18:00:00,0.0,29990.0
162,c,2022-01-03 19:00:00,0.0,30446.0
162,c,2022-01-03 20:00:00,0.0,30903.0
162,c,2022-01-03 21:00:00,0.0,31358.0
162,c,2022-01-03 22:00:00,0.0,31812.0
162,c,2022-01-03 23:00:00,0.0,32266.0
